ANDR_HUMAN.H10DI.A
ANDR_HUMAN.PEAKS035125.pics.M
ANDR_HUMAN.PEAKS035125.sissrs.M
ANDR_HUMAN.PEAKS035127.gem.M
ANDR_HUMAN.PEAKS035127.macs.M
ANDR_HUMAN.PEAKS035127.pics.M
ANDR_HUMAN.PEAKS035130.gem.M
ANDR_HUMAN.PEAKS035130.macs.M
ANDR_HUMAN.PEAKS035130.pics.M
ANDR_HUMAN.PEAKS035132.gem.M
ANDR_HUMAN.PEAKS035132.macs.M
ANDR_HUMAN.PEAKS035132.pics.M
ANDR_HUMAN.PEAKS035133.gem.M
ANDR_HUMAN.PEAKS035133.macs.M
ANDR_HUMAN.PEAKS035133.pics.M
ANDR_HUMAN.PEAKS037029.pics.M
ANDR_HUMAN.PEAKS037029.sissrs.M
ANDR_HUMAN.PEAKS037073.gem.M
ANDR_HUMAN.PEAKS037073.macs.M
ANDR_HUMAN.PEAKS037073.pics.M
ANDR_HUMAN.PEAKS037073.sissrs.M
ANDR_HUMAN.PEAKS037074.gem.M
ANDR_HUMAN.PEAKS037074.macs.M
ANDR_HUMAN.PEAKS037074.pics.M
ANDR_HUMAN.PEAKS037075.gem.M
ANDR_HUMAN.PEAKS037075.macs.M
ANDR_HUMAN.PEAKS037075.pics.M
ANDR_HUMAN.PEAKS037075.sissrs.M
ANDR_HUMAN.PEAKS037076.gem.M
ANDR_HUMAN.PEAKS037076.macs.M
ANDR_HUMAN.PEAKS037076.pics.M
ANDR_HUMAN.PEAKS037077.gem.M
ANDR_HUMAN.PEAKS037077.macs.M
ANDR_HUMAN.PEAKS037078.gem.M
ANDR_HUMAN.PEAKS037078.macs.M
ANDR_HUMAN.PEAKS037078.pics.M
ANDR_HUMAN.PEAKS037079.gem.M
ANDR_HUMAN.PEAKS037079.macs.M
ANDR_HUMAN.PEAKS037081.gem.M
ANDR_HUMAN.PEAKS037081.macs.M
ANDR_HUMAN.PEAKS037081.pics.M
ANDR_HUMAN.PEAKS037081.sissrs.M
ANDR_HUMAN.PEAKS037082.gem.M
ANDR_HUMAN.PEAKS037082.macs.M
ANDR_HUMAN.PEAKS037083.gem.M
ANDR_HUMAN.PEAKS037083.macs.M
ANDR_HUMAN.PEAKS037084.gem.M
ANDR_HUMAN.PEAKS037084.macs.M
ANDR_HUMAN.PEAKS037084.pics.M
ANDR_HUMAN.PEAKS037085.gem.M
ANDR_HUMAN.PEAKS037085.macs.M
ANDR_HUMAN.PEAKS037086.gem.M
ANDR_HUMAN.PEAKS037086.macs.M
ANDR_HUMAN.PEAKS037086.pics.M
ANDR_HUMAN.PEAKS037087.gem.M
ANDR_HUMAN.PEAKS037087.macs.M
ANDR_HUMAN.PEAKS037087.pics.M
ANDR_HUMAN.PEAKS037087.sissrs.M
ANDR_HUMAN.PEAKS037088.gem.M
ANDR_HUMAN.PEAKS037088.macs.M
ANDR_HUMAN.PEAKS037088.pics.M
ANDR_HUMAN.PEAKS037089.gem.M
ANDR_HUMAN.PEAKS037089.macs.M
ANDR_HUMAN.PEAKS037090.gem.M
ANDR_HUMAN.PEAKS037090.macs.M
ANDR_HUMAN.PEAKS037091.gem.M
ANDR_HUMAN.PEAKS037091.macs.M
ANDR_HUMAN.PEAKS037092.gem.M
ANDR_HUMAN.PEAKS037092.macs.M
ANDR_HUMAN.PEAKS037198.macs.M
ANDR_HUMAN.PEAKS037198.pics.M
ANDR_HUMAN.PEAKS037200.macs.M
ANDR_HUMAN.PEAKS037200.pics.M
ANDR_HUMAN.PEAKS037206.gem.M
ANDR_HUMAN.PEAKS037206.sissrs.M
ANDR_HUMAN.PEAKS037208.gem.M
ANDR_HUMAN.PEAKS037208.macs.M
ANDR_HUMAN.PEAKS037211.gem.M
ANDR_HUMAN.PEAKS037211.macs.M
ANDR_HUMAN.PEAKS037431.gem.M
ANDR_HUMAN.PEAKS037431.macs.M
ANDR_HUMAN.PEAKS037431.pics.M
ANDR_HUMAN.PEAKS037431.sissrs.M
ANDR_HUMAN.PEAKS037432.gem.M
ANDR_HUMAN.PEAKS037432.macs.M
ANDR_HUMAN.PEAKS037432.pics.M
ANDR_HUMAN.PEAKS037432.sissrs.M
ANDR_HUMAN.PEAKS037433.gem.M
ANDR_HUMAN.PEAKS037433.macs.M
ANDR_HUMAN.PEAKS037433.pics.M
ANDR_HUMAN.PEAKS037433.sissrs.M
ANDR_HUMAN.PEAKS037434.gem.M
ANDR_HUMAN.PEAKS037434.macs.M
ANDR_HUMAN.PEAKS037434.pics.M
ANDR_HUMAN.PEAKS037434.sissrs.M
ANDR_HUMAN.PEAKS037435.gem.M
ANDR_HUMAN.PEAKS037435.macs.M
ANDR_HUMAN.PEAKS037435.pics.M
ANDR_HUMAN.PEAKS037435.sissrs.M
ANDR_HUMAN.PEAKS037437.gem.M
ANDR_HUMAN.PEAKS037437.macs.M
ANDR_HUMAN.PEAKS037437.pics.M
ANDR_HUMAN.PEAKS037437.sissrs.M
ANDR_HUMAN.PEAKS037467.gem.M
ANDR_HUMAN.PEAKS037467.macs.M
ANDR_HUMAN.PEAKS037467.sissrs.M
ANDR_HUMAN.PEAKS037526.gem.M
ANDR_HUMAN.PEAKS037526.pics.M
ANDR_HUMAN.PEAKS037529.gem.M
ANDR_HUMAN.PEAKS037529.pics.M
ANDR_HUMAN.PEAKS037541.gem.M
ANDR_HUMAN.PEAKS037541.pics.M
ANDR_HUMAN.PEAKS037542.gem.M
ANDR_HUMAN.PEAKS037542.macs.M
ANDR_HUMAN.PEAKS037542.pics.M
ANDR_HUMAN.PEAKS037543.gem.M
ANDR_HUMAN.PEAKS037543.macs.M
ANDR_HUMAN.PEAKS037544.gem.M
ANDR_HUMAN.PEAKS037544.macs.M
ANDR_HUMAN.PEAKS037549.gem.M
ANDR_HUMAN.PEAKS037549.macs.M
ANDR_HUMAN.PEAKS037550.gem.M
ANDR_HUMAN.PEAKS037550.macs.M
ANDR_HUMAN.PEAKS037550.sissrs.M
ANDR_HUMAN.PEAKS037748.macs.M
ANDR_HUMAN.PEAKS037748.sissrs.M
ANDR_HUMAN.PEAKS037841.gem.M
ANDR_HUMAN.PEAKS037841.macs.M
ANDR_HUMAN.PEAKS037841.sissrs.M
ANDR_HUMAN.PEAKS037995.gem.M
ANDR_HUMAN.PEAKS037995.macs.M
ANDR_HUMAN.PEAKS037995.sissrs.M
ANDR_HUMAN.PEAKS037996.gem.M
ANDR_HUMAN.PEAKS037996.macs.M
ANDR_HUMAN.PEAKS037996.sissrs.M
ANDR_HUMAN.PEAKS037997.gem.M
ANDR_HUMAN.PEAKS037997.macs.M
ANDR_HUMAN.PEAKS037997.pics.M
ANDR_HUMAN.PEAKS037997.sissrs.M
ANDR_HUMAN.PEAKS038001.gem.M
ANDR_HUMAN.PEAKS038001.macs.M
ANDR_HUMAN.PEAKS038001.sissrs.M
ANDR_HUMAN.PEAKS038225.pics.M
ANDR_HUMAN.PEAKS038225.sissrs.M
ANDR_HUMAN.PEAKS038226.pics.M
ANDR_HUMAN.PEAKS038226.sissrs.M
ANDR_HUMAN.PEAKS038467.gem.M
ANDR_HUMAN.PEAKS038467.macs.M
ANDR_HUMAN.PEAKS038467.pics.M
ANDR_HUMAN.PEAKS038551.gem.M
ANDR_HUMAN.PEAKS038551.macs.M
ANDR_HUMAN.PEAKS038552.gem.M
ANDR_HUMAN.PEAKS038552.macs.M
ANDR_HUMAN.PEAKS038909.gem.M
ANDR_HUMAN.PEAKS038909.macs.M
ANDR_HUMAN.PEAKS038909.sissrs.M
ANDR_HUMAN.PEAKS038910.gem.M
ANDR_HUMAN.PEAKS038910.macs.M
ANDR_HUMAN.PEAKS038910.pics.M
ANDR_HUMAN.PEAKS038910.sissrs.M
ANDR_HUMAN.PEAKS038965.gem.M
ANDR_HUMAN.PEAKS038965.macs.M
ANDR_HUMAN.PEAKS038966.gem.M
ANDR_HUMAN.PEAKS038966.macs.M
ANDR_HUMAN.PEAKS038967.gem.M
ANDR_HUMAN.PEAKS038967.macs.M
ANDR_HUMAN.PEAKS038968.gem.M
ANDR_HUMAN.PEAKS038968.macs.M
ANDR_HUMAN.PEAKS038969.gem.M
ANDR_HUMAN.PEAKS038969.macs.M
ANDR_HUMAN.PEAKS038970.gem.M
ANDR_HUMAN.PEAKS038970.macs.M
ANDR_HUMAN.PEAKS038971.gem.M
ANDR_HUMAN.PEAKS038971.macs.M
ANDR_HUMAN.PEAKS039150.pics.M
ANDR_HUMAN.PEAKS039150.sissrs.M
ANDR_HUMAN.PEAKS039152.pics.M
ANDR_HUMAN.PEAKS039152.sissrs.M
ANDR_HUMAN.PEAKS039153.gem.M
ANDR_HUMAN.PEAKS039153.macs.M
ANDR_HUMAN.PEAKS039153.pics.M
ANDR_HUMAN.PEAKS039153.sissrs.M
ANDR_HUMAN.PEAKS039154.pics.M
ANDR_HUMAN.PEAKS039154.sissrs.M
ANDR_HUMAN.PEAKS039178.gem.M
ANDR_HUMAN.PEAKS039178.macs.M
ANDR_HUMAN.PEAKS039178.pics.M
ANDR_HUMAN.PEAKS039179.gem.M
ANDR_HUMAN.PEAKS039179.macs.M
ANDR_HUMAN.PEAKS039179.pics.M
ANDR_HUMAN.PEAKS039210.pics.M
ANDR_HUMAN.PEAKS039210.sissrs.M
ANDR_HUMAN.PEAKS039211.pics.M
ANDR_HUMAN.PEAKS039211.sissrs.M
ANDR_HUMAN.PEAKS039263.gem.M
ANDR_HUMAN.PEAKS039263.macs.M
ANDR_HUMAN.PEAKS039263.sissrs.M
ANDR_HUMAN.PEAKS039264.gem.M
ANDR_HUMAN.PEAKS039264.macs.M
ANDR_HUMAN.PEAKS039265.pics.M
ANDR_HUMAN.PEAKS039266.gem.M
ANDR_HUMAN.PEAKS039266.macs.M
ANDR_HUMAN.PEAKS039266.pics.M
ANDR_HUMAN.PEAKS039266.sissrs.M
ANDR_HUMAN.PEAKS039272.pics.M
ANDR_HUMAN.PEAKS039272.sissrs.M
ANDR_HUMAN.PEAKS039275.gem.M
ANDR_HUMAN.PEAKS039275.macs.M
ANDR_HUMAN.PEAKS039275.pics.M
ANDR_HUMAN.PEAKS039275.sissrs.M
ANDR_HUMAN.PEAKS039278.gem.M
ANDR_HUMAN.PEAKS039281.macs.M
ANDR_HUMAN.PEAKS039284.gem.M
ANDR_HUMAN.PEAKS039284.macs.M
ANDR_HUMAN.PEAKS039284.pics.M
ANDR_HUMAN.PEAKS039284.sissrs.M
ANDR_MOUSE.PEAKS035586.gem.M
ANDR_MOUSE.PEAKS035586.macs.M
ANDR_MOUSE.PEAKS035588.gem.M
ANDR_MOUSE.PEAKS035588.macs.M
ANDR_MOUSE.PEAKS035590.gem.M
ANDR_MOUSE.PEAKS035590.macs.M
ANDR_MOUSE.PEAKS035590.sissrs.M
ANDR_MOUSE.PEAKS035592.gem.M
ANDR_MOUSE.PEAKS035592.macs.M
ANDR_MOUSE.PEAKS035592.sissrs.M
ANDR_MOUSE.PEAKS036281.gem.M
ANDR_MOUSE.PEAKS036281.macs.M
ANDR_MOUSE.PEAKS036285.gem.M
ANDR_MOUSE.PEAKS036285.macs.M
ANDR_MOUSE.PEAKS036285.pics.M
ANDR_MOUSE.PEAKS036285.sissrs.M
ANDR_MOUSE.PEAKS036287.gem.M
ANDR_MOUSE.PEAKS036287.macs.M
ANDR_MOUSE.PEAKS036287.pics.M
ANDR_MOUSE.PEAKS036287.sissrs.M
ANDR_MOUSE.PEAKS036289.macs.M
ANDR_MOUSE.PEAKS036289.pics.M
ANDR_MOUSE.PEAKS036289.sissrs.M
ANDR_MOUSE.PEAKS036541.gem.M
ANDR_MOUSE.PEAKS036541.macs.M
ANDR_MOUSE.PEAKS036541.pics.M
ANDR_MOUSE.PEAKS036541.sissrs.M
ANDR_MOUSE.PEAKS036542.gem.M
ANDR_MOUSE.PEAKS036542.macs.M
ANDR_MOUSE.PEAKS036542.pics.M
ANDR_MOUSE.PEAKS036542.sissrs.M
ANDR_MOUSE.PEAKS036543.gem.M
ANDR_MOUSE.PEAKS036543.macs.M
ANDR_MOUSE.PEAKS036543.pics.M
ANDR_MOUSE.PEAKS036543.sissrs.M
ANDR_MOUSE.PEAKS036544.gem.M
ANDR_MOUSE.PEAKS036544.macs.M
ANDR_MOUSE.PEAKS036544.pics.M
ANDR_MOUSE.PEAKS036545.gem.M
ANDR_MOUSE.PEAKS036545.macs.M
ANDR_MOUSE.PEAKS036545.pics.M
ANDR_MOUSE.PEAKS036545.sissrs.M
ANDR_MOUSE.PEAKS036546.gem.M
ANDR_MOUSE.PEAKS036546.macs.M
ANDR_MOUSE.PEAKS037558.gem.M
ANDR_MOUSE.PEAKS037558.macs.M
ANDR_MOUSE.PEAKS037558.pics.M
ANDR_MOUSE.PEAKS037558.sissrs.M
ANDR_MOUSE.PEAKS037560.gem.M
ANDR_MOUSE.PEAKS037560.macs.M
ANDR_MOUSE.PEAKS037560.pics.M
ANDR_MOUSE.PEAKS037560.sissrs.MAP2A_HUMAN.H10DI.B
AP2A_HUMAN.PEAKS033699.gem.M
AP2A_HUMAN.PEAKS033699.macs.M
AP2A_HUMAN.PEAKS033699.pics.M
AP2A_HUMAN.PEAKS033699.sissrs.M
AP2A_HUMAN.PEAKS034171.gem.M
AP2A_HUMAN.PEAKS034171.macs.M
AP2A_HUMAN.PEAKS034171.pics.M
AP2A_HUMAN.PEAKS034171.sissrs.M
AP2A_HUMAN.PEAKS034376.gem.M
AP2A_HUMAN.PEAKS035040.gem.M
AP2A_HUMAN.PEAKS035040.macs.M
AP2A_HUMAN.PEAKS035040.pics.M
AP2A_MOUSE.PEAKS036276.gem.M
AP2A_MOUSE.PEAKS036276.macs.M
AP2A_MOUSE.PEAKS036276.sissrs.M
AP2A_MOUSE.PEAKS036280.gem.M
AP2A_MOUSE.PEAKS036280.macs.M
AP2A_MOUSE.PEAKS036280.pics.M
AP2A_MOUSE.PEAKS036280.sissrs.M
AP2A_MOUSE.PEAKS036290.gem.M
AP2A_MOUSE.PEAKS036290.macs.M
AP2A_MOUSE.PEAKS036290.pics.M
AP2A_MOUSE.PEAKS036291.macs.M
AP2A_MOUSE.PEAKS036291.pics.M
AP2A_MOUSE.PEAKS036291.sissrs.MAP2C_HUMAN.H10DI.A
AP2C_HUMAN.PEAKS033082.pics.M
AP2C_HUMAN.PEAKS033082.sissrs.M
AP2C_HUMAN.PEAKS033193.gem.M
AP2C_HUMAN.PEAKS033193.macs.M
AP2C_HUMAN.PEAKS033193.pics.M
AP2C_HUMAN.PEAKS033195.gem.M
AP2C_HUMAN.PEAKS033195.macs.M
AP2C_HUMAN.PEAKS033195.pics.M
AP2C_HUMAN.PEAKS033720.gem.M
AP2C_HUMAN.PEAKS033720.macs.M
AP2C_HUMAN.PEAKS033720.pics.M
AP2C_HUMAN.PEAKS033720.sissrs.M
AP2C_HUMAN.PEAKS034733.gem.M
AP2C_HUMAN.PEAKS034733.pics.M
AP2C_HUMAN.PEAKS037328.gem.M
AP2C_HUMAN.PEAKS037328.macs.M
AP2C_HUMAN.PEAKS037328.pics.M
AP2C_HUMAN.PEAKS037328.sissrs.M
AP2C_MOUSE.PEAKS036392.gem.M
AP2C_MOUSE.PEAKS036392.macs.M
AP2C_MOUSE.PEAKS036392.pics.M
AP2C_MOUSE.PEAKS036392.sissrs.M
AP2C_MOUSE.PEAKS037449.gem.M
AP2C_MOUSE.PEAKS037449.macs.MARNT_HUMAN.PEAKS034725.gem.M
ARNT_HUMAN.PEAKS034725.macs.M
ARNT_HUMAN.PEAKS034725.pics.MASCL1_HUMAN.PEAKS034529.gem.M
ASCL1_HUMAN.PEAKS037415.gem.M
ASCL1_HUMAN.PEAKS037415.macs.M
ASCL1_HUMAN.PEAKS037416.gem.M
ASCL1_HUMAN.PEAKS037416.macs.M
ASCL1_HUMAN.PEAKS037416.pics.M
ASCL1_HUMAN.PEAKS037416.sissrs.M
ASCL1_HUMAN.PEAKS037417.gem.M
ASCL1_HUMAN.PEAKS037417.macs.M
ASCL1_HUMAN.PEAKS037419.gem.M
ASCL1_HUMAN.PEAKS037419.macs.M
ASCL1_HUMAN.PEAKS037420.gem.M
ASCL1_HUMAN.PEAKS037420.macs.M
ASCL1_HUMAN.PEAKS038152.gem.M
ASCL1_HUMAN.PEAKS038152.macs.M
ASCL1_HUMAN.PEAKS038152.pics.M
ASCL1_HUMAN.PEAKS038152.sissrs.M
ASCL1_HUMAN.PEAKS038153.gem.M
ASCL1_HUMAN.PEAKS038153.macs.M
ASCL1_HUMAN.PEAKS038154.gem.M
ASCL1_HUMAN.PEAKS038154.macs.M
ASCL1_HUMAN.PEAKS038154.pics.M
ASCL1_HUMAN.PEAKS038154.sissrs.M
ASCL1_MOUSE.PEAKS035575.gem.M
ASCL1_MOUSE.PEAKS035575.macs.M
ASCL1_MOUSE.PEAKS035575.pics.M
ASCL1_MOUSE.PEAKS035575.sissrs.M
ASCL1_MOUSE.PEAKS035576.gem.M
ASCL1_MOUSE.PEAKS035576.macs.M
ASCL1_MOUSE.PEAKS035581.gem.M
ASCL1_MOUSE.PEAKS035581.macs.M
ASCL1_MOUSE.PEAKS035581.sissrs.M
ASCL1_MOUSE.PEAKS035644.gem.M
ASCL1_MOUSE.PEAKS035644.macs.M
ASCL1_MOUSE.PEAKS035644.pics.M
ASCL1_MOUSE.PEAKS035644.sissrs.M
ASCL1_MOUSE.PEAKS036292.gem.M
ASCL1_MOUSE.PEAKS036292.macs.M
ASCL1_MOUSE.PEAKS036292.pics.M
ASCL1_MOUSE.PEAKS036622.gem.M
ASCL1_MOUSE.PEAKS036622.macs.M
ASCL1_MOUSE.PEAKS036622.sissrs.M
ASCL1_MOUSE.PEAKS037726.gem.M
ASCL1_MOUSE.PEAKS037726.macs.M
ASCL1_MOUSE.PEAKS037726.pics.M
ASCL1_MOUSE.PEAKS038157.gem.M
ASCL1_MOUSE.PEAKS038157.macs.M
ASCL1_MOUSE.PEAKS038157.sissrs.MASCL2_MOUSE.PEAKS036411.gem.M
ASCL2_MOUSE.PEAKS036411.macs.MATF1_HUMAN.H10DI.B
ATF1_HUMAN.PEAKS034177.gem.M
ATF1_HUMAN.PEAKS034177.sissrs.M
ATF1_HUMAN.PEAKS038419.gem.M
ATF1_HUMAN.PEAKS038419.macs.M
ATF1_HUMAN.PEAKS038419.pics.MATF2_HUMAN.PEAKS033514.gem.M
ATF2_HUMAN.PEAKS033514.sissrs.M
ATF2_MOUSE.PEAKS036653.macs.M
ATF2_MOUSE.PEAKS036653.pics.M
ATF2_MOUSE.PEAKS036655.gem.M
ATF2_MOUSE.PEAKS036655.macs.MATF3_HUMAN.PEAKS033428.gem.M
ATF3_HUMAN.PEAKS033484.gem.M
ATF3_HUMAN.PEAKS033484.macs.M
ATF3_HUMAN.PEAKS033484.pics.M
ATF3_HUMAN.PEAKS033515.gem.M
ATF3_HUMAN.PEAKS033515.macs.M
ATF3_HUMAN.PEAKS033515.sissrs.M
ATF3_HUMAN.PEAKS033633.gem.M
ATF3_HUMAN.PEAKS033633.macs.M
ATF3_HUMAN.PEAKS033633.pics.M
ATF3_HUMAN.PEAKS033633.sissrs.M
ATF3_HUMAN.PEAKS033723.gem.M
ATF3_HUMAN.PEAKS033730.gem.M
ATF3_HUMAN.PEAKS033730.macs.M
ATF3_HUMAN.PEAKS033730.pics.M
ATF3_HUMAN.PEAKS033730.sissrs.M
ATF3_HUMAN.PEAKS033830.gem.M
ATF3_HUMAN.PEAKS033830.macs.M
ATF3_HUMAN.PEAKS033830.sissrs.M
ATF3_HUMAN.PEAKS034006.gem.M
ATF3_HUMAN.PEAKS034006.macs.M
